Haven,1:00:10,59:29
Ascent,1:00:58,59:34
Breeze,1:00:37,59:21
Split,1:00:25,59:49
Lotus,1:00:00,59:56
Icebox,1:00:12,59:51
Sunset,1:00:15,59:31
Bind,1:01:29,59:59
Abyss,1:00:49,56:19
