Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Sunset,BBL Esports,"omen, cypher, sova, kayo, neon"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Sunset,BBL Esports,"omen, raze, kayo, cypher, gekko"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Sunset,BBL Esports,"omen, raze, kayo, gekko, cypher"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Sunset,BBL Esports,"raze, omen, cypher, kayo, gekko"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Sunset,BBL Esports,"omen, cypher, raze, breach, gekko"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Sunset,BBL Esports,"omen, cypher, kayo, raze, gekko"
Champions Tour 2024: China Kickoff,Group Stage,Opening (C),Ascent,Bilibili Gaming,"sova, jett, killjoy, kayo, omen"
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Ascent,Bilibili Gaming,"omen, killjoy, jett, sova, kayo"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Ascent,Bilibili Gaming,"kayo, jett, omen, killjoy, sova"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Ascent,Bilibili Gaming,"omen, sova, jett, killjoy, kayo"
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,Bilibili Gaming,"omen, jett, sova, kayo, killjoy"
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bind,Bilibili Gaming,"raze, viper, cypher, skye, brimstone"
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bind,Bilibili Gaming,"viper, cypher, yoru, brimstone, gekko"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Bind,Bilibili Gaming,"viper, cypher, gekko, yoru, brimstone"
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,"viper, raze, gekko, brimstone, skye"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,"viper, raze, cypher, skye, brimstone"
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Bind,Bilibili Gaming,"cypher, raze, brimstone, skye, viper"
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bind,Bilibili Gaming,"viper, raze, cypher, brimstone, skye"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Bind,Bilibili Gaming,"raze, viper, cypher, skye, brimstone"
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,"cypher, viper, raze, brimstone, skye"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Breeze,Bilibili Gaming,"viper, cypher, sova, omen, yoru"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,Bilibili Gaming,"omen, jett, sova, breach, cypher"
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Icebox,Bilibili Gaming,"sova, viper, jett, killjoy, harbor"
Champions Tour 2024: China Kickoff,Group Stage,Opening (C),Icebox,Bilibili Gaming,"sova, jett, killjoy, viper, harbor"
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Icebox,Bilibili Gaming,"viper, killjoy, sova, jett, harbor"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Icebox,Bilibili Gaming,"viper, sova, jett, killjoy, harbor, reyna"
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Icebox,Bilibili Gaming,"viper, sova, jett, killjoy, harbor"
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Icebox,Bilibili Gaming,"kayo, viper, killjoy, sage, jett"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Icebox,Bilibili Gaming,"kayo, jett, viper, killjoy, sage"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,Bilibili Gaming,"jett, killjoy, sova, viper, harbor"
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,"viper, killjoy, jett, kayo, sage"
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Lotus,Bilibili Gaming,"raze, viper, omen, fade, killjoy"
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Lotus,Bilibili Gaming,"viper, omen, raze, killjoy, fade"
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,"omen, viper, killjoy, raze, fade"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Lotus,Bilibili Gaming,"viper, raze, omen, killjoy, fade"
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Lotus,Bilibili Gaming,"viper, raze, omen, killjoy, fade"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Lotus,Bilibili Gaming,"omen, raze, fade, breach, cypher"
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Lotus,Bilibili Gaming,"omen, cypher, raze, breach, fade"
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Lotus,Bilibili Gaming,"omen, cypher, breach, raze, fade"
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,"viper, omen, fade, breach, neon"
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,"omen, cypher, fade, breach, neon"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,"viper, cypher, raze, omen, skye"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Split,Bilibili Gaming,"omen, raze, viper, cypher, skye"
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Sunset,Bilibili Gaming,"cypher, omen, raze, fade, breach"
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Sunset,Bilibili Gaming,"raze, omen, cypher, fade, breach"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,"raze, omen, cypher, breach, fade"
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Sunset,Bilibili Gaming,"raze, omen, gekko, sage, chamber"
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Sunset,Bilibili Gaming,"omen, raze, sage, gekko, chamber"
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Sunset,Bilibili Gaming,"raze, gekko, omen, sage, chamber"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,BLEED,"omen, killjoy, jett, kayo, sova"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,BLEED,"omen, killjoy, jett, kayo, sova"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,BLEED,"omen, sova, jett, kayo, killjoy"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Ascent,BLEED,"omen, kayo, sova, jett, killjoy"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Ascent,BLEED,"omen, jett, kayo, sova, killjoy"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Ascent,BLEED,"omen, sova, killjoy, jett, kayo"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,BLEED,"raze, cypher, gekko, breach, brimstone"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,BLEED,"viper, raze, skye, gekko, brimstone"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Bind,BLEED,"raze, cypher, skye, brimstone, deadlock"
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,"viper, sova, skye, harbor, neon"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,BLEED,"viper, sova, cypher, jett, yoru"
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,"viper, sova, jett, killjoy, harbor"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,"killjoy, jett, kayo, gekko, harbor"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,BLEED,"viper, killjoy, jett, kayo, gekko"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Icebox,BLEED,"jett, kayo, sova, killjoy, viper"
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,"raze, skye, killjoy, omen, breach"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,BLEED,"omen, viper, raze, killjoy, fade"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,BLEED,"viper, omen, killjoy, raze, fade"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,BLEED,"viper, omen, raze, killjoy, fade"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Lotus,BLEED,"omen, cypher, viper, raze, fade"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Lotus,BLEED,"omen, sova, killjoy, breach, neon"
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,"viper, omen, raze, cypher, skye"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,BLEED,"viper, omen, raze, jett, skye"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Split,BLEED,"omen, raze, cypher, fade, deadlock"
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,"viper, omen, raze, sova, cypher"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,BLEED,"omen, raze, kayo, gekko, cypher"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Sunset,BLEED,"omen, kayo, sova, raze, cypher"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Sunset,BLEED,"omen, sova, cypher, kayo, raze"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Sunset,BLEED,"omen, jett, kayo, sova, cypher"
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Abyss,Cloud9,"omen, sova, jett, killjoy, kayo"
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Ascent,Cloud9,"kayo, jett, omen, sova, killjoy"
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),Ascent,Cloud9,"omen, jett, kayo, sova, killjoy"
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Ascent,Cloud9,"viper, killjoy, omen, jett, skye"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Ascent,Cloud9,"omen, sova, killjoy, jett, kayo"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Ascent,Cloud9,"omen, sova, cypher, jett, kayo"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,"omen, killjoy, kayo, sova, jett"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Ascent,Cloud9,"omen, killjoy, sova, jett, kayo"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Ascent,Cloud9,"omen, killjoy, sova, jett, kayo"
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Bind,Cloud9,"viper, skye, brimstone, raze, yoru"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,Cloud9,"viper, raze, skye, brimstone, yoru"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Bind,Cloud9,"viper, raze, cypher, skye, brimstone"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,Cloud9,"viper, raze, cypher, brimstone, skye"
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Haven,Cloud9,"omen, sova, jett, killjoy, breach"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Haven,Cloud9,"omen, breach, killjoy, gekko, jett"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,Cloud9,"viper, sova, killjoy, jett, sage"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,Cloud9,"viper, killjoy, sova, jett, sage"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,"viper, killjoy, jett, sova, sage"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Icebox,Cloud9,"killjoy, sova, gekko, viper, reyna"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Icebox,Cloud9,"killjoy, sova, viper, gekko, reyna"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,Cloud9,"viper, sova, killjoy, gekko, reyna"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Lotus,Cloud9,"raze, killjoy, omen, gekko, fade"
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Lotus,Cloud9,"viper, killjoy, omen, raze, gekko"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Lotus,Cloud9,"viper, raze, omen, killjoy, gekko"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,Cloud9,"viper, raze, omen, killjoy, gekko"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,"viper, raze, omen, gekko, killjoy"
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Lotus,Cloud9,"omen, killjoy, raze, gekko, clove"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Lotus,Cloud9,"omen, gekko, cypher, breach, raze"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Split,Cloud9,"viper, raze, skye, killjoy, astra"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,Cloud9,"viper, raze, omen, cypher, skye"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Split,Cloud9,"omen, viper, cypher, raze, skye"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,"omen, raze, viper, cypher, skye"
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),Sunset,Cloud9,"omen, viper, skye, raze, yoru"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Sunset,Cloud9,"viper, omen, cypher, raze, skye"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sunset,Cloud9,"viper, raze, omen, cypher, skye"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,"viper, raze, omen, skye, cypher"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Sunset,Cloud9,"omen, raze, cypher, skye, clove"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,"omen, viper, raze, kayo, cypher"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,DetonatioN FocusMe,"viper, omen, raze, kayo, cypher"
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,DetonatioN FocusMe,"viper, omen, raze, cypher, kayo"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Ascent,DetonatioN FocusMe,"omen, kayo, sova, jett, killjoy"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Ascent,DetonatioN FocusMe,"omen, sova, jett, killjoy, kayo"
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Ascent,DetonatioN FocusMe,"omen, sova, killjoy, jett, kayo"
