Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Bind,FNATIC,"raze, viper, gekko, brimstone, skye"
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Bind,FNATIC,"viper, raze, skye, gekko, brimstone"
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,"viper, fade, raze, gekko, astra"
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,FNATIC,"viper, raze, fade, astra, gekko"
Valorant Champions 2024,Playoffs,Lower Round 2,Bind,FNATIC,"raze, viper, gekko, fade, astra"
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Breeze,FNATIC,"viper, cypher, yoru, sova, kayo"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Breeze,FNATIC,"viper, kayo, sova, cypher, yoru"
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Final,Breeze,FNATIC,"viper, cypher, yoru, sova, kayo"
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Breeze,FNATIC,"viper, cypher, yoru, sova, kayo"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Breeze,FNATIC,"viper, sova, cypher, yoru, kayo"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Breeze,FNATIC,"viper, kayo, sova, cypher, yoru"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Breeze,FNATIC,"viper, sova, cypher, kayo, yoru"
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Breeze,FNATIC,"viper, cypher, sova, kayo, yoru"
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,Haven,FNATIC,"omen, sova, cypher, yoru, iso"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Haven,FNATIC,"sova, omen, cypher, iso, yoru"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Haven,FNATIC,"omen, cypher, sova, iso, yoru"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Haven,FNATIC,"omen, cypher, sova, yoru, iso"
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,"omen, sova, cypher, yoru, iso"
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,FNATIC,"omen, sova, cypher, yoru, iso"
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Icebox,FNATIC,"viper, sova, killjoy, jett, sage"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Icebox,FNATIC,"viper, sova, jett, killjoy, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Icebox,FNATIC,"viper, sova, killjoy, jett, harbor"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Icebox,FNATIC,"viper, sova, killjoy, jett, sage"
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Icebox,FNATIC,"sova, killjoy, viper, gekko, iso"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Icebox,FNATIC,"sova, killjoy, gekko, viper, reyna"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Icebox,FNATIC,"sova, viper, gekko, killjoy, iso"
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Lotus,FNATIC,"omen, killjoy, viper, raze, fade"
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Lotus,FNATIC,"omen, viper, raze, fade, killjoy"
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Lotus,FNATIC,"omen, viper, raze, fade, killjoy"
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Lotus,FNATIC,"omen, raze, viper, killjoy, fade"
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Final,Lotus,FNATIC,"viper, omen, raze, fade, killjoy"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Lotus,FNATIC,"viper, omen, raze, killjoy, fade"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Lotus,FNATIC,"omen, viper, raze, killjoy, fade"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Lotus,FNATIC,"omen, viper, raze, killjoy, fade"
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,Lotus,FNATIC,"omen, raze, viper, fade, killjoy"
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Lotus,FNATIC,"omen, killjoy, viper, raze, fade"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Lotus,FNATIC,"raze, omen, fade, viper, killjoy"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Lotus,FNATIC,"omen, raze, viper, fade, killjoy"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Lotus,FNATIC,"omen, raze, killjoy, viper, fade"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FNATIC,"omen, raze, viper, killjoy, fade"
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Lotus,FNATIC,"viper, raze, omen, killjoy, fade"
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,"omen, raze, viper, fade, killjoy"
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,"omen, viper, fade, raze, killjoy"
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,"viper, omen, raze, killjoy, fade"
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,"raze, viper, omen, fade, killjoy"
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,"omen, viper, killjoy, raze, fade"
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,"omen, raze, cypher, breach, skye"
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Split,FNATIC,"omen, cypher, yoru, raze, breach"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Split,FNATIC,"raze, cypher, omen, yoru, breach"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Split,FNATIC,"omen, cypher, raze, yoru, breach"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Split,FNATIC,"omen, raze, cypher, yoru, breach"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,FNATIC,"omen, raze, cypher, breach, yoru"
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Sunset,FNATIC,"omen, yoru, sova, breach, deadlock"
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Sunset,FNATIC,"sova, cypher, raze, breach, astra"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Sunset,FNATIC,"raze, cypher, breach, sova, astra"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Sunset,FNATIC,"sova, cypher, raze, breach, astra"
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,"sova, cypher, breach, raze, astra"
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,FNATIC,"sova, raze, cypher, astra, breach"
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Abyss,FunPlus Phoenix,"omen, cypher, viper, yoru, fade"
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Abyss,FunPlus Phoenix,"omen, cypher, viper, fade, yoru"
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,"omen, viper, cypher, fade, yoru"
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,"jett, omen, yoru, cypher, fade"
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,"jett, cypher, omen, yoru, fade"
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Ascent,FunPlus Phoenix,"viper, omen, killjoy, fade, yoru"
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,"omen, viper, killjoy, fade, yoru"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Ascent,FunPlus Phoenix,"viper, omen, killjoy, fade, yoru"
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Ascent,FunPlus Phoenix,"omen, jett, kayo, sova, astra"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Ascent,FunPlus Phoenix,"kayo, jett, omen, sova, astra"
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Ascent,FunPlus Phoenix,"omen, jett, kayo, sova, astra"
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Ascent,FunPlus Phoenix,"omen, jett, sova, kayo, astra"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Ascent,FunPlus Phoenix,"omen, jett, sova, kayo, astra"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Ascent,FunPlus Phoenix,"omen, viper, fade, killjoy, yoru"
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Bind,FunPlus Phoenix,"raze, viper, omen, gekko, yoru"
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,Bind,FunPlus Phoenix,"gekko, viper, kayo, raze, brimstone"
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,FunPlus Phoenix,"viper, raze, kayo, gekko, brimstone"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,"viper, raze, kayo, gekko, brimstone"
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Bind,FunPlus Phoenix,"cypher, sova, jett, gekko, brimstone"
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Bind,FunPlus Phoenix,"jett, cypher, sova, gekko, brimstone"
Valorant Champions 2024,Group Stage,Elimination (B),Bind,FunPlus Phoenix,"viper, omen, fade, chamber, yoru"
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,"omen, viper, fade, yoru, chamber"
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,"jett, viper, sova, yoru, astra"
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,"sova, jett, viper, yoru, astra"
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,Breeze,FunPlus Phoenix,"sova, harbor, astra, cypher, yoru"
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,FunPlus Phoenix,"harbor, sova, cypher, astra, yoru"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Breeze,FunPlus Phoenix,"viper, sova, jett, yoru, astra"
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Breeze,FunPlus Phoenix,"viper, sova, jett, yoru, astra"
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Breeze,FunPlus Phoenix,"viper, jett, sova, astra, yoru"
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Haven,FunPlus Phoenix,"omen, cypher, jett, kayo, breach"
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Haven,FunPlus Phoenix,"omen, jett, cypher, kayo, breach"
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,Haven,FunPlus Phoenix,"omen, jett, kayo, cypher, breach"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Haven,FunPlus Phoenix,"omen, cypher, jett, breach, kayo"
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Haven,FunPlus Phoenix,"omen, jett, cypher, breach, kayo"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Haven,FunPlus Phoenix,"omen, jett, kayo, breach, cypher"
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,"jett, viper, omen, gekko, reyna"
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,Icebox,FunPlus Phoenix,"gekko, kayo, omen, harbor, clove"
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,FunPlus Phoenix,"kayo, harbor, gekko, omen, clove"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,"viper, omen, jett, gekko, reyna"
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Icebox,FunPlus Phoenix,"omen, kayo, gekko, harbor, clove"
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Icebox,FunPlus Phoenix,"viper, jett, kayo, killjoy, clove"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Icebox,FunPlus Phoenix,"kayo, jett, viper, killjoy, clove"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Icebox,FunPlus Phoenix,"jett, killjoy, viper, kayo, clove"
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,"viper, omen, jett, gekko, reyna"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,"omen, kayo, gekko, harbor, clove"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Icebox,FunPlus Phoenix,"omen, gekko, kayo, harbor, clove"
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),Lotus,FunPlus Phoenix,"omen, raze, gekko, viper, chamber"
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Lotus,FunPlus Phoenix,"raze, viper, omen, gekko, chamber"
Champions Tour 2024: China Stage 1,Playoffs,Grand Final,Lotus,FunPlus Phoenix,"gekko, viper, raze, omen, astra"
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,FunPlus Phoenix,"viper, raze, omen, gekko, astra"
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Lotus,FunPlus Phoenix,"viper, omen, raze, gekko, astra"
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,"omen, viper, raze, gekko, astra"
Champions Tour 2024: China Stage 1,Regular Season,Week 5,Lotus,FunPlus Phoenix,"viper, raze, omen, gekko, astra"
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Lotus,FunPlus Phoenix,"omen, viper, raze, astra, gekko"
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,Lotus,FunPlus Phoenix,"omen, viper, raze, astra, gekko"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Lotus,FunPlus Phoenix,"omen, raze, viper, gekko, astra"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,FunPlus Phoenix,"omen, viper, gekko, raze, astra"
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,"viper, omen, raze, gekko, chamber"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,"viper, omen, raze, gekko, astra"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Lotus,FunPlus Phoenix,"omen, raze, viper, gekko, astra"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Lotus,FunPlus Phoenix,"omen, raze, viper, gekko, astra"
Valorant Champions 2024,Group Stage,Elimination (B),Lotus,FunPlus Phoenix,"viper, omen, chamber, gekko, breach"
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,"omen, viper, raze, gekko, astra"
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,"omen, yoru, cypher, breach, raze"
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),Sunset,FunPlus Phoenix,"sova, viper, chamber, phoenix, harbor"
Champions Tour 2024: China Kickoff,Group Stage,Winner's (A),Sunset,FunPlus Phoenix,"viper, chamber, sova, harbor, phoenix"
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Sunset,FunPlus Phoenix,"viper, raze, omen, gekko, kayo"
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,Sunset,FunPlus Phoenix,"omen, cypher, viper, yoru, fade"
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Sunset,FunPlus Phoenix,"omen, sova, jett, astra, yoru"
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Sunset,FunPlus Phoenix,"omen, jett, sova, astra, yoru"
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,FunPlus Phoenix,"omen, jett, sova, astra, yoru"
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sunset,FunPlus Phoenix,"viper, sova, phoenix, harbor, chamber"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FunPlus Phoenix,"omen, cypher, harbor, fade, yoru"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Sunset,FunPlus Phoenix,"omen, cypher, fade, yoru, harbor"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Sunset,FunPlus Phoenix,"omen, cypher, fade, harbor, yoru"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,FURIA,"jett, killjoy, kayo, sova, omen"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,"omen, killjoy, kayo, sova, jett"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,FURIA,"viper, raze, cypher, brimstone, skye"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Bind,FURIA,"viper, raze, gekko, fade, brimstone, skye, sage"
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),Breeze,FURIA,"jett, viper, sova, kayo, cypher"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Breeze,FURIA,"viper, jett, kayo, sova, cypher"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Breeze,FURIA,"viper, sova, jett, kayo, cypher"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Breeze,FURIA,"viper, cypher, jett, yoru, sova"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Haven,FURIA,"omen, killjoy, gekko, neon, breach"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Haven,FURIA,"omen, breach, killjoy, gekko, neon"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Icebox,FURIA,"viper, omen, killjoy, kayo, gekko"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Icebox,FURIA,"viper, omen, killjoy, kayo, gekko"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,"viper, killjoy, sova, gekko, reyna"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Icebox,FURIA,"killjoy, sova, viper, jett, sage"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Icebox,FURIA,"viper, sova, killjoy, jett, sage"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Icebox,FURIA,"killjoy, sova, jett, viper, sage"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,"viper, sova, killjoy, jett, sage"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 1,Lotus,FURIA,"viper, omen, killjoy, raze, skye"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Lotus,FURIA,"viper, raze, omen, killjoy, fade"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,"viper, raze, omen, killjoy, fade"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Lotus,FURIA,"omen, cypher, breach, neon, kayo"
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),Split,FURIA,"jett, viper, astra, skye, raze"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Split,FURIA,"viper, raze, omen, skye, yoru"
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,"viper, raze, omen, jett, skye"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Sunset,FURIA,"omen, sova, jett, cypher, kayo"
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,"omen, cypher, sova, jett, kayo"
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Abyss,FUT Esports,"cypher, omen, gekko, jett, deadlock"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Ascent,FUT Esports,"omen, kayo, sova, killjoy, jett"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Ascent,FUT Esports,"omen, jett, sova, kayo, killjoy"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,FUT Esports,"omen, killjoy, jett, kayo, sova"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Ascent,FUT Esports,"omen, sova, kayo, jett, killjoy"
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,"omen, raze, viper, gekko, kayo"
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,"omen, viper, gekko, neon, kayo"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Bind,FUT Esports,"viper, kayo, raze, omen, gekko"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Bind,FUT Esports,"viper, omen, kayo, gekko, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Bind,FUT Esports,"viper, raze, omen, kayo, gekko"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,FUT Esports,"raze, viper, gekko, omen, kayo"
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Bind,FUT Esports,"viper, raze, omen, skye, kayo"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Bind,FUT Esports,"omen, raze, viper, kayo, skye"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Bind,FUT Esports,"omen, raze, viper, kayo, skye"
Valorant Champions 2024,Group Stage,Elimination (D),Bind,FUT Esports,"gekko, raze, brimstone, viper, fade"
Valorant Champions 2024,Group Stage,Opening (D),Bind,FUT Esports,"viper, fade, gekko, raze, brimstone"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Breeze,FUT Esports,"viper, kayo, sova, jett, cypher"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Breeze,FUT Esports,"viper, sova, cypher, kayo, jett"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Haven,FUT Esports,"sova, omen, killjoy, jett, sage"
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,"viper, fade, chamber, sova, phoenix"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Icebox,FUT Esports,"viper, kayo, sova, jett, killjoy"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Round 1,Icebox,FUT Esports,"kayo, viper, sova, killjoy, jett"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Icebox,FUT Esports,"viper, sova, kayo, jett, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Icebox,FUT Esports,"viper, kayo, sova, jett, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Icebox,FUT Esports,"viper, sova, kayo, killjoy, jett"
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Icebox,FUT Esports,"viper, killjoy, sova, jett, kayo"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Icebox,FUT Esports,"viper, sova, jett, killjoy, kayo"
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,"omen, raze, cypher, gekko, breach"
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,"gekko, killjoy, astra, breach, yoru"
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Lotus,FUT Esports,"viper, cypher, omen, jett, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Lotus,FUT Esports,"viper, omen, cypher, jett, sage"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Lotus,FUT Esports,"omen, viper, cypher, jett, sage"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Lotus,FUT Esports,"omen, cypher, jett, viper, breach"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Lotus,FUT Esports,"omen, cypher, breach, jett, viper"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,FUT Esports,"omen, viper, cypher, jett, breach"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Lotus,FUT Esports,"viper, omen, jett, cypher, breach"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Lotus,FUT Esports,"omen, viper, cypher, breach, jett"
Valorant Champions 2024,Group Stage,Opening (D),Lotus,FUT Esports,"viper, omen, jett, breach, cypher"
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,"raze, omen, viper, chamber, skye"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,Split,FUT Esports,"viper, raze, omen, skye, chamber"
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Split,FUT Esports,"viper, raze, omen, skye, chamber"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Split,FUT Esports,"viper, omen, raze, skye, chamber"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Split,FUT Esports,"omen, viper, raze, skye, chamber"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Split,FUT Esports,"omen, cypher, raze, breach, gekko"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Split,FUT Esports,"omen, cypher, raze, gekko, breach"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Split,FUT Esports,"omen, cypher, raze, breach, gekko"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Split,FUT Esports,"omen, cypher, breach, raze, gekko"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,FUT Esports,"omen, raze, viper, skye, chamber"
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,"omen, raze, viper, cypher, fade"
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,"raze, omen, viper, fade, cypher"
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Round 1,Sunset,FUT Esports,"omen, cypher, gekko, raze, breach"
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Sunset,FUT Esports,"omen, raze, cypher, gekko, deadlock"
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Sunset,FUT Esports,"cypher, omen, gekko, raze, breach"
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Sunset,FUT Esports,"omen, cypher, gekko, raze, breach"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Sunset,FUT Esports,"omen, cypher, raze, breach, gekko"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Sunset,FUT Esports,"omen, cypher, raze, gekko, breach"
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Sunset,FUT Esports,"omen, cypher, raze, breach, gekko"
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,FUT Esports,"raze, gekko, omen, cypher, breach"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Sunset,FUT Esports,"omen, raze, cypher, gekko, breach"
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,Sunset,FUT Esports,"omen, raze, cypher, gekko, breach"
Valorant Champions 2024,Group Stage,Elimination (D),Sunset,FUT Esports,"gekko, raze, omen, breach, cypher"
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,Abyss,G2 Esports,"sova, viper, killjoy, astra, yoru"
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,"sova, viper, killjoy, astra, yoru"
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),Ascent,G2 Esports,"viper, kayo, omen, jett, cypher"
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Ascent,G2 Esports,"killjoy, omen, jett, sova, kayo"
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,"killjoy, sova, jett, omen, kayo"
