Shyy,Champions Tour 2024: Americas Stage 1,All Stages,1.09,1.10,-0.01
Shyy,Champions Tour 2024: Americas Stage 1,Playoffs,1.12,1.10,0.02
Shyy,Champions Tour 2024: Americas Stage 1,Regular Season,1.12,1.05,0.07
Shyy,Champions Tour 2024: Americas Stage 2,All Stages,1.06,1.09,-0.03
Shyy,Champions Tour 2024: Americas Stage 2,Playoffs,1.05,1.12,-0.07
Shyy,Champions Tour 2024: Americas Stage 2,Regular Season,1.04,1.12,-0.08
Shyy,Valorant Champions 2024,All Stages,1.16,1.06,0.10
Shyy,Valorant Champions 2024,Group Stage,1.10,1.11,-0.01
SiuFatBB,Champions Tour 2024: China Stage 2,Regular Season,0.98,0.98,0.00
Smoggy,Champions Tour 2024: China Kickoff,Group Stage,0.84,1.21,-0.37
Smoggy,Champions Tour 2024: China Kickoff,Playoffs,1.08,1.48,-0.40
Smoggy,Champions Tour 2024: China Stage 1,All Stages,1.20,0.99,0.21
Smoggy,Champions Tour 2024: China Stage 1,Playoffs,1.07,1.08,-0.01
Smoggy,Champions Tour 2024: China Stage 1,Regular Season,1.27,1.06,0.21
Smoggy,Champions Tour 2024: China Stage 2,All Stages,1.09,1.20,-0.11
Smoggy,Champions Tour 2024: China Stage 2,Playoffs,1.22,1.07,0.15
Smoggy,Champions Tour 2024: China Stage 2,Regular Season,0.96,1.27,-0.31
Smoggy,Champions Tour 2024: Masters Madrid,All Stages,0.99,1.09,-0.10
Smoggy,Champions Tour 2024: Masters Madrid,Swiss Stage,0.99,0.96,0.03
Smoggy,Champions Tour 2024: Masters Shanghai,All Stages,1.10,0.99,0.11
Smoggy,Champions Tour 2024: Masters Shanghai,Playoffs,1.10,1.22,-0.12
Smoggy,Valorant Champions 2024,All Stages,1.21,1.10,0.11
Smoggy,Valorant Champions 2024,Group Stage,1.48,0.84,0.64
Smoggy,Valorant Champions 2024,Playoffs,1.06,1.10,-0.04
something,Champions Tour 2024: Masters Madrid,Playoffs,0.97,0.93,0.04
something,Champions Tour 2024: Masters Madrid,Swiss Stage,1.14,1.13,0.01
something,Champions Tour 2024: Masters Shanghai,All Stages,1.12,1.08,0.04
something,Champions Tour 2024: Masters Shanghai,Playoffs,1.12,0.97,0.15
something,Champions Tour 2024: Pacific Kickoff,All Stages,1.12,1.12,0.00
something,Champions Tour 2024: Pacific Kickoff,Group Stage,1.36,0.93,0.43
something,Champions Tour 2024: Pacific Kickoff,Playoffs,1.00,1.12,-0.12
something,Champions Tour 2024: Pacific Stage 1,All Stages,1.22,1.12,0.10
something,Champions Tour 2024: Pacific Stage 1,Playoffs,1.29,1.00,0.29
something,Champions Tour 2024: Pacific Stage 1,Regular Season,1.14,1.08,0.06
something,Champions Tour 2024: Pacific Stage 2,All Stages,1.11,1.22,-0.11
something,Champions Tour 2024: Pacific Stage 2,Playoffs,1.08,1.29,-0.21
something,Champions Tour 2024: Pacific Stage 2,Regular Season,1.13,1.14,-0.01
something,Valorant Champions 2024,All Stages,0.93,1.11,-0.18
something,Valorant Champions 2024,Group Stage,0.93,1.36,-0.43
Spitfires,Champions Tour 2024: China Kickoff,Group Stage,0.84,1.03,-0.19
Spitfires,Champions Tour 2024: China Stage 1,All Stages,0.99,0.84,0.15
Spitfires,Champions Tour 2024: China Stage 1,Playoffs,1.11,0.84,0.27
Spitfires,Champions Tour 2024: China Stage 1,Regular Season,0.95,0.97,-0.02
Spitfires,Champions Tour 2024: China Stage 2,All Stages,1.03,0.99,0.04
Spitfires,Champions Tour 2024: China Stage 2,Playoffs,0.97,1.11,-0.14
Spitfires,Champions Tour 2024: China Stage 2,Regular Season,1.05,0.95,0.10
Spring,Champions Tour 2024: China Kickoff,Group Stage,1.11,1.01,0.10
Spring,Champions Tour 2024: China Stage 1,All Stages,0.99,1.05,-0.06
Spring,Champions Tour 2024: China Stage 1,Regular Season,0.95,1.11,-0.16
Spring,Champions Tour 2024: China Stage 2,All Stages,1.01,0.99,0.02
Spring,Champions Tour 2024: China Stage 2,Regular Season,1.05,0.95,0.10
sScary,Champions Tour 2024: Pacific Kickoff,Group Stage,1.05,1.08,-0.03
sScary,Champions Tour 2024: Pacific Stage 1,All Stages,1.11,1.05,0.06
sScary,Champions Tour 2024: Pacific Stage 1,Regular Season,1.08,1.05,0.03
sScary,Champions Tour 2024: Pacific Stage 2,All Stages,1.08,1.11,-0.03
sScary,Champions Tour 2024: Pacific Stage 2,Regular Season,1.06,1.08,-0.02
SSeeS,Champions Tour 2024: Pacific Kickoff,Group Stage,0.84,0.86,-0.02
SSeeS,Champions Tour 2024: Pacific Stage 1,All Stages,0.78,0.84,-0.06
SSeeS,Champions Tour 2024: Pacific Stage 1,Regular Season,0.82,0.84,-0.02
SSeeS,Champions Tour 2024: Pacific Stage 2,All Stages,0.86,0.78,0.08
SSeeS,Champions Tour 2024: Pacific Stage 2,Regular Season,0.83,0.82,0.01
starxo,Champions Tour 2024: EMEA Kickoff,Group Stage,1.10,0.86,0.24
starxo,Champions Tour 2024: EMEA Kickoff,Play-In Stage,0.65,1.10,-0.45
starxo,Champions Tour 2024: EMEA Stage 1,All Stages,0.93,0.94,-0.01
starxo,Champions Tour 2024: EMEA Stage 1,Regular Season,0.87,0.65,0.22
starxo,Champions Tour 2024: EMEA Stage 2,All Stages,0.86,0.93,-0.07
starxo,Champions Tour 2024: EMEA Stage 2,Regular Season,0.86,0.87,-0.01
stax,Champions Tour 2024: Pacific Kickoff,Group Stage,1.23,1.07,0.16
stax,Champions Tour 2024: Pacific Kickoff,Playoffs,0.88,1.23,-0.35
stax,Champions Tour 2024: Pacific Stage 1,All Stages,0.88,1.09,-0.21
stax,Champions Tour 2024: Pacific Stage 1,Playoffs,0.72,0.88,-0.16
stax,Champions Tour 2024: Pacific Stage 1,Regular Season,0.97,0.72,0.25
stax,Champions Tour 2024: Pacific Stage 2,All Stages,1.07,0.88,0.19
stax,Champions Tour 2024: Pacific Stage 2,Regular Season,1.07,0.97,0.10
stew,Champions Tour 2024: China Kickoff,Group Stage,1.28,1.36,-0.08
stew,Champions Tour 2024: China Stage 1,All Stages,0.98,1.32,-0.34
stew,Champions Tour 2024: China Stage 1,Regular Season,0.98,0.84,0.14
stew,Champions Tour 2024: China Stage 2,All Stages,1.36,0.98,0.38
stew,Champions Tour 2024: China Stage 2,Playoffs,0.84,1.28,-0.44
stew,Champions Tour 2024: China Stage 2,Regular Season,1.49,0.98,0.51
SugarZ3ro,Champions Tour 2024: Pacific Kickoff,Group Stage,0.99,1.01,-0.02
SugarZ3ro,Champions Tour 2024: Pacific Kickoff,Play-Ins,0.68,0.99,-0.31
SugarZ3ro,Champions Tour 2024: Pacific Stage 1,All Stages,1.01,0.84,0.17
SugarZ3ro,Champions Tour 2024: Pacific Stage 1,Regular Season,1.01,0.68,0.33
SugarZ3ro,Champions Tour 2024: Pacific Stage 2,All Stages,1.01,1.01,0.00
SugarZ3ro,Champions Tour 2024: Pacific Stage 2,Regular Season,1.05,1.01,0.04
supamen,Champions Tour 2024: Americas Kickoff,Group Stage,1.17,1.08,0.09
supamen,Champions Tour 2024: Americas Kickoff,Playoffs,0.83,1.17,-0.34
supamen,Champions Tour 2024: Americas Stage 1,All Stages,0.87,1.00,-0.13
supamen,Champions Tour 2024: Americas Stage 1,Regular Season,0.87,0.83,0.04
supamen,Champions Tour 2024: Americas Stage 2,All Stages,1.08,0.87,0.21
supamen,Champions Tour 2024: Americas Stage 2,Regular Season,1.09,0.87,0.22
Surf,Champions Tour 2024: Pacific Stage 1,Playoffs,0.82,0.91,-0.09
Surf,Champions Tour 2024: Pacific Stage 1,Regular Season,0.87,0.82,0.05
Surf,Champions Tour 2024: Pacific Stage 2,All Stages,0.91,0.90,0.01
Surf,Champions Tour 2024: Pacific Stage 2,Regular Season,0.91,0.87,0.04
SUYGETSU,Champions Tour 2024: EMEA Kickoff,Group Stage,1.18,0.94,0.24
SUYGETSU,Champions Tour 2024: EMEA Kickoff,Playoffs,0.85,1.18,-0.33
SUYGETSU,Champions Tour 2024: EMEA Stage 1,All Stages,1.06,1.06,0.00
SUYGETSU,Champions Tour 2024: EMEA Stage 1,Playoffs,0.71,0.85,-0.14
SUYGETSU,Champions Tour 2024: EMEA Stage 1,Regular Season,1.13,0.80,0.33
SUYGETSU,Champions Tour 2024: EMEA Stage 2,All Stages,0.94,1.06,-0.12
SUYGETSU,Champions Tour 2024: EMEA Stage 2,Playoffs,0.80,0.71,0.09
SUYGETSU,Champions Tour 2024: EMEA Stage 2,Regular Season,0.98,1.13,-0.15
SWERL,Champions Tour 2024: China Stage 1,Playoffs,0.94,0.97,-0.03
SWERL,Champions Tour 2024: China Stage 1,Regular Season,1.06,0.94,0.12
SWERL,Champions Tour 2024: China Stage 2,All Stages,0.97,1.09,-0.12
SWERL,Champions Tour 2024: China Stage 2,Regular Season,0.97,1.06,-0.09
sword9,Champions Tour 2024: China Kickoff,Group Stage,0.75,0.92,-0.17
sword9,Champions Tour 2024: China Stage 1,All Stages,0.74,0.75,-0.01
sword9,Champions Tour 2024: China Stage 1,Playoffs,0.73,0.75,-0.02
sword9,Champions Tour 2024: China Stage 1,Regular Season,0.74,0.79,-0.05
sword9,Champions Tour 2024: China Stage 2,All Stages,0.92,0.74,0.18
sword9,Champions Tour 2024: China Stage 2,Playoffs,0.79,0.73,0.06
sword9,Champions Tour 2024: China Stage 2,Regular Season,0.91,0.74,0.17
t3xture,Champions Tour 2024: Masters Madrid,Playoffs,1.00,0.96,0.04
t3xture,Champions Tour 2024: Masters Madrid,Swiss Stage,1.15,1.13,0.02
t3xture,Champions Tour 2024: Masters Shanghai,All Stages,1.21,1.07,0.14
t3xture,Champions Tour 2024: Masters Shanghai,Playoffs,1.27,1.00,0.27
t3xture,Champions Tour 2024: Masters Shanghai,Swiss Stage,1.16,1.15,0.01
t3xture,Champions Tour 2024: Pacific Kickoff,All Stages,1.29,1.21,0.08
t3xture,Champions Tour 2024: Pacific Kickoff,Group Stage,1.43,1.17,0.26
t3xture,Champions Tour 2024: Pacific Kickoff,Play-Ins,0.96,1.12,-0.16
t3xture,Champions Tour 2024: Pacific Kickoff,Playoffs,1.35,1.27,0.08
t3xture,Champions Tour 2024: Pacific Stage 1,All Stages,1.20,1.29,-0.09
t3xture,Champions Tour 2024: Pacific Stage 1,Playoffs,1.26,1.35,-0.09
t3xture,Champions Tour 2024: Pacific Stage 1,Regular Season,1.17,1.18,-0.01
t3xture,Champions Tour 2024: Pacific Stage 2,All Stages,1.20,1.20,0.00
t3xture,Champions Tour 2024: Pacific Stage 2,Playoffs,1.18,1.26,-0.08
t3xture,Champions Tour 2024: Pacific Stage 2,Regular Season,1.13,1.17,-0.04
t3xture,Valorant Champions 2024,All Stages,1.17,1.20,-0.03
t3xture,Valorant Champions 2024,Group Stage,1.12,1.43,-0.31
TakaS,Champions Tour 2024: EMEA Kickoff,Group Stage,1.25,0.90,0.35
TakaS,Champions Tour 2024: EMEA Stage 1,All Stages,0.81,1.25,-0.44
TakaS,Champions Tour 2024: EMEA Stage 1,Regular Season,0.83,1.25,-0.42
TakaS,Champions Tour 2024: EMEA Stage 2,All Stages,0.90,0.81,0.09
TakaS,Champions Tour 2024: EMEA Stage 2,Regular Season,0.90,0.83,0.07
TenZ,Champions Tour 2024: Americas Kickoff,Group Stage,0.97,1.08,-0.11
TenZ,Champions Tour 2024: Americas Kickoff,Play-Ins,1.13,1.24,-0.11
TenZ,Champions Tour 2024: Americas Kickoff,Playoffs,1.23,1.13,0.10
TenZ,Champions Tour 2024: Americas Stage 1,All Stages,1.11,1.11,0.00
TenZ,Champions Tour 2024: Americas Stage 1,Regular Season,1.11,1.03,0.08
TenZ,Champions Tour 2024: Americas Stage 2,All Stages,1.08,1.11,-0.03
TenZ,Champions Tour 2024: Americas Stage 2,Playoffs,0.97,1.23,-0.26
TenZ,Champions Tour 2024: Americas Stage 2,Regular Season,1.04,1.11,-0.07
TenZ,Champions Tour 2024: Masters Madrid,All Stages,1.05,1.08,-0.03
TenZ,Champions Tour 2024: Masters Madrid,Playoffs,0.92,0.97,-0.05
TenZ,Champions Tour 2024: Masters Madrid,Swiss Stage,1.16,1.04,0.12
TenZ,Valorant Champions 2024,All Stages,1.08,1.05,0.03
TenZ,Valorant Champions 2024,Group Stage,1.24,0.97,0.27
TenZ,Valorant Champions 2024,Playoffs,1.03,0.92,0.11
tex,Champions Tour 2024: Americas Kickoff,Group Stage,0.73,0.91,-0.18
tex,Champions Tour 2024: Americas Stage 1,All Stages,0.97,0.73,0.24
tex,Champions Tour 2024: Americas Stage 1,Playoffs,0.91,0.94,-0.03
tex,Champions Tour 2024: Americas Stage 1,Regular Season,1.05,0.90,0.15
tex,Champions Tour 2024: Americas Stage 2,All Stages,1.17,0.97,0.20
tex,Champions Tour 2024: Americas Stage 2,Playoffs,1.21,0.91,0.30
tex,Champions Tour 2024: Americas Stage 2,Regular Season,1.13,1.05,0.08
tex,Champions Tour 2024: Masters Shanghai,All Stages,1.16,1.17,-0.01
tex,Champions Tour 2024: Masters Shanghai,Swiss Stage,1.16,1.13,0.03
tex,Valorant Champions 2024,All Stages,0.91,1.16,-0.25
tex,Valorant Champions 2024,Group Stage,0.94,0.73,0.21
tex,Valorant Champions 2024,Playoffs,0.90,1.21,-0.31
tomaszy,Champions Tour 2024: EMEA Kickoff,Group Stage,0.90,0.66,0.24
tomaszy,Champions Tour 2024: EMEA Kickoff,Play-In Stage,0.86,0.90,-0.04
tomaszy,Champions Tour 2024: EMEA Kickoff,Playoffs,1.09,0.86,0.23
tomaszy,Champions Tour 2024: EMEA Stage 1,All Stages,1.16,0.95,0.21
tomaszy,Champions Tour 2024: EMEA Stage 1,Playoffs,0.72,1.09,-0.37
tomaszy,Champions Tour 2024: EMEA Stage 1,Regular Season,1.27,0.83,0.44
tomaszy,Champions Tour 2024: EMEA Stage 2,All Stages,0.81,1.16,-0.35
tomaszy,Champions Tour 2024: EMEA Stage 2,Playoffs,0.83,0.72,0.11
tomaszy,Champions Tour 2024: EMEA Stage 2,Regular Season,0.75,1.27,-0.52
tomaszy,Champions Tour 2024: Masters Madrid,All Stages,0.66,0.81,-0.15
tomaszy,Champions Tour 2024: Masters Madrid,Swiss Stage,0.65,0.75,-0.10
trent,Champions Tour 2024: Americas Kickoff,Group Stage,1.01,0.89,0.12
trent,Champions Tour 2024: Americas Kickoff,Play-Ins,0.99,1.01,-0.02
trent,Champions Tour 2024: Americas Stage 1,All Stages,1.05,1.00,0.05
trent,Champions Tour 2024: Americas Stage 1,Playoffs,0.98,0.99,-0.01
trent,Champions Tour 2024: Americas Stage 1,Regular Season,1.13,0.74,0.39
trent,Champions Tour 2024: Americas Stage 2,All Stages,0.95,1.05,-0.10
trent,Champions Tour 2024: Americas Stage 2,Playoffs,0.81,0.98,-0.17
trent,Champions Tour 2024: Americas Stage 2,Regular Season,1.08,1.13,-0.05
trent,Champions Tour 2024: Masters Shanghai,All Stages,0.85,0.95,-0.10
trent,Champions Tour 2024: Masters Shanghai,Playoffs,0.99,0.81,0.18
trent,Champions Tour 2024: Masters Shanghai,Swiss Stage,0.63,1.08,-0.45
trent,Valorant Champions 2024,All Stages,0.89,0.85,0.04
trent,Valorant Champions 2024,Group Stage,1.01,1.01,0.00
trent,Valorant Champions 2024,Playoffs,0.74,0.99,-0.25
trexx,Champions Tour 2024: EMEA Stage 1,Regular Season,0.99,1.12,-0.13
trexx,Champions Tour 2024: EMEA Stage 2,All Stages,1.16,0.99,0.17
trexx,Champions Tour 2024: EMEA Stage 2,Playoffs,1.12,1.29,-0.17
trexx,Champions Tour 2024: EMEA Stage 2,Regular Season,1.17,0.99,0.18
trexx,Valorant Champions 2024,All Stages,1.24,1.16,0.08
trexx,Valorant Champions 2024,Group Stage,1.29,1.24,0.05
tuyz,Champions Tour 2024: Americas Kickoff,Group Stage,1.06,1.29,-0.23
tuyz,Champions Tour 2024: Americas Kickoff,Playoffs,1.19,1.06,0.13
tuyz,Champions Tour 2024: Americas Stage 1,All Stages,0.91,1.11,-0.20
tuyz,Champions Tour 2024: Americas Stage 1,Playoffs,0.96,1.19,-0.23
tuyz,Champions Tour 2024: Americas Stage 1,Regular Season,0.90,1.24,-0.34
tuyz,Champions Tour 2024: Americas Stage 2,All Stages,0.90,0.91,-0.01
tuyz,Champions Tour 2024: Americas Stage 2,Regular Season,0.90,0.90,0.00
tuyz,Champions Tour 2024: Masters Madrid,All Stages,1.29,0.90,0.39
tuyz,Champions Tour 2024: Masters Madrid,Playoffs,1.24,0.96,0.28
tuyz,Champions Tour 2024: Masters Madrid,Swiss Stage,1.36,0.90,0.46
TvirusLuke,Champions Tour 2024: China Kickoff,Group Stage,0.76,0.74,0.02
TvirusLuke,Champions Tour 2024: China Kickoff,Playoffs,0.86,0.76,0.10
TvirusLuke,Champions Tour 2024: China Stage 1,All Stages,0.87,0.79,0.08
TvirusLuke,Champions Tour 2024: China Stage 1,Playoffs,0.98,0.86,0.12
TvirusLuke,Champions Tour 2024: China Stage 1,Regular Season,0.82,0.98,-0.16
TvirusLuke,Champions Tour 2024: China Stage 2,All Stages,0.90,0.87,0.03
TvirusLuke,Champions Tour 2024: China Stage 2,Regular Season,0.92,0.82,0.10
TvirusLuke,Champions Tour 2024: Masters Shanghai,All Stages,0.74,0.90,-0.16
TvirusLuke,Champions Tour 2024: Masters Shanghai,Swiss Stage,0.74,0.92,-0.18
valyn,Champions Tour 2024: Americas Kickoff,Group Stage,1.05,0.99,0.06
valyn,Champions Tour 2024: Americas Kickoff,Play-Ins,0.75,1.18,-0.43
valyn,Champions Tour 2024: Americas Stage 1,All Stages,1.15,0.90,0.25
valyn,Champions Tour 2024: Americas Stage 1,Playoffs,1.15,0.75,0.40
valyn,Champions Tour 2024: Americas Stage 1,Regular Season,1.08,0.80,0.28
valyn,Champions Tour 2024: Americas Stage 2,All Stages,1.01,1.15,-0.14
valyn,Champions Tour 2024: Americas Stage 2,Playoffs,0.99,1.15,-0.16
valyn,Champions Tour 2024: Americas Stage 2,Regular Season,1.05,1.08,-0.03
valyn,Champions Tour 2024: Masters Shanghai,All Stages,0.92,1.01,-0.09
valyn,Champions Tour 2024: Masters Shanghai,Playoffs,0.94,0.99,-0.05
valyn,Champions Tour 2024: Masters Shanghai,Swiss Stage,0.90,1.05,-0.15
valyn,Valorant Champions 2024,All Stages,0.99,0.92,0.07
valyn,Valorant Champions 2024,Group Stage,1.18,1.05,0.13
valyn,Valorant Champions 2024,Playoffs,0.80,0.94,-0.14
vanity,Champions Tour 2024: Americas Kickoff,Group Stage,1.03,0.84,0.19
vanity,Champions Tour 2024: Americas Stage 1,All Stages,0.79,1.03,-0.24
vanity,Champions Tour 2024: Americas Stage 1,Playoffs,0.50,1.03,-0.53
vanity,Champions Tour 2024: Americas Stage 1,Regular Season,0.84,0.68,0.16
vanity,Champions Tour 2024: Americas Stage 2,All Stages,0.84,0.79,0.05
vanity,Champions Tour 2024: Americas Stage 2,Playoffs,0.68,0.50,0.18
vanity,Champions Tour 2024: Americas Stage 2,Regular Season,0.92,0.84,0.08
Victor,Champions Tour 2024: Americas Kickoff,Group Stage,1.35,0.98,0.37
Victor,Champions Tour 2024: Americas Kickoff,Playoffs,1.10,1.35,-0.25
Victor,Champions Tour 2024: Americas Stage 1,All Stages,1.01,1.24,-0.23
Victor,Champions Tour 2024: Americas Stage 1,Regular Season,1.04,1.10,-0.06
Victor,Champions Tour 2024: Americas Stage 2,All Stages,0.98,1.01,-0.03
Victor,Champions Tour 2024: Americas Stage 2,Regular Season,1.00,1.04,-0.04
Viva,Champions Tour 2024: China Kickoff,Group Stage,1.19,1.31,-0.12
Viva,Champions Tour 2024: China Stage 1,All Stages,1.16,1.21,-0.05
Viva,Champions Tour 2024: China Stage 1,Regular Season,1.14,1.23,-0.09
Viva,Champions Tour 2024: China Stage 2,All Stages,1.31,1.16,0.15
Viva,Champions Tour 2024: China Stage 2,Playoffs,1.23,1.19,0.04
Viva,Champions Tour 2024: China Stage 2,Regular Season,1.39,1.14,0.25
vo0kashu,Champions Tour 2024: China Kickoff,Group Stage,1.42,1.00,0.42
vo0kashu,Champions Tour 2024: China Kickoff,Playoffs,0.62,1.42,-0.80
vo0kashu,Champions Tour 2024: China Stage 1,All Stages,1.19,1.18,0.01
vo0kashu,Champions Tour 2024: China Stage 1,Playoffs,1.19,0.62,0.57
vo0kashu,Champions Tour 2024: China Stage 1,Regular Season,1.16,1.19,-0.03
vo0kashu,Champions Tour 2024: China Stage 2,All Stages,1.33,1.19,0.14
vo0kashu,Champions Tour 2024: China Stage 2,Regular Season,1.33,1.16,0.17
vo0kashu,Champions Tour 2024: Masters Shanghai,All Stages,1.00,1.33,-0.33
vo0kashu,Champions Tour 2024: Masters Shanghai,Swiss Stage,0.91,1.33,-0.42
Wailers,Champions Tour 2024: EMEA Kickoff,Group Stage,0.89,0.99,-0.10
Wailers,Champions Tour 2024: EMEA Stage 1,All Stages,0.64,0.87,-0.23
Wailers,Champions Tour 2024: EMEA Stage 1,Regular Season,0.64,0.89,-0.25
Wailers,Champions Tour 2024: EMEA Stage 2,All Stages,0.99,0.64,0.35
Wailers,Champions Tour 2024: EMEA Stage 2,Regular Season,0.97,0.64,0.33
whzy,Champions Tour 2024: China Kickoff,Group Stage,1.01,0.91,0.10
whzy,Champions Tour 2024: China Kickoff,Play-Ins,1.29,0.91,0.38
whzy,Champions Tour 2024: China Stage 1,All Stages,1.14,1.15,-0.01
whzy,Champions Tour 2024: China Stage 1,Regular Season,1.15,0.98,0.17
whzy,Champions Tour 2024: China Stage 2,All Stages,1.06,1.14,-0.08
whzy,Champions Tour 2024: China Stage 2,Playoffs,0.98,1.29,-0.31
whzy,Champions Tour 2024: China Stage 2,Regular Season,1.16,1.15,0.01
whzy,Valorant Champions 2024,All Stages,0.91,1.06,-0.15
whzy,Valorant Champions 2024,Group Stage,0.91,1.01,-0.10
Wild0reoo,Champions Tour 2024: Pacific Stage 2,Playoffs,1.00,1.08,-0.08
Wild0reoo,Champions Tour 2024: Pacific Stage 2,Regular Season,1.10,1.00,0.10
wippie,Champions Tour 2024: Americas Kickoff,Group Stage,0.98,0.98,0.00
Wo0t,Champions Tour 2024: EMEA Stage 1,Playoffs,0.95,1.01,-0.06
Wo0t,Champions Tour 2024: EMEA Stage 1,Regular Season,1.24,0.95,0.29
Wo0t,Champions Tour 2024: EMEA Stage 2,All Stages,1.10,1.03,0.07
Wo0t,Champions Tour 2024: EMEA Stage 2,Playoffs,0.93,0.95,-0.02
Wo0t,Champions Tour 2024: EMEA Stage 2,Regular Season,1.25,1.24,0.01
Wo0t,Champions Tour 2024: Masters Shanghai,All Stages,1.21,1.10,0.11
Wo0t,Champions Tour 2024: Masters Shanghai,Playoffs,1.07,0.93,0.14
Wo0t,Champions Tour 2024: Masters Shanghai,Swiss Stage,1.37,1.25,0.12
Wo0t,Valorant Champions 2024,All Stages,0.97,1.21,-0.24
Wo0t,Valorant Champions 2024,Group Stage,1.01,0.97,0.04
Wo0t,Valorant Champions 2024,Playoffs,0.95,1.07,-0.12
xand,Champions Tour 2024: Americas Stage 2,Regular Season,0.65,0.65,0.00
xccurate,Champions Tour 2024: Masters Shanghai,Swiss Stage,0.88,0.82,0.06
xccurate,Champions Tour 2024: Pacific Kickoff,All Stages,1.23,0.88,0.35
xccurate,Champions Tour 2024: Pacific Kickoff,Group Stage,1.35,0.79,0.56
xccurate,Champions Tour 2024: Pacific Kickoff,Playoffs,0.97,1.35,-0.38
xccurate,Champions Tour 2024: Pacific Stage 1,All Stages,1.00,1.23,-0.23
xccurate,Champions Tour 2024: Pacific Stage 1,Playoffs,0.98,0.97,0.01
xccurate,Champions Tour 2024: Pacific Stage 1,Regular Season,1.02,0.98,0.04
xccurate,Champions Tour 2024: Pacific Stage 2,All Stages,0.79,1.00,-0.21
xccurate,Champions Tour 2024: Pacific Stage 2,Regular Season,0.82,1.02,-0.20
Xeppaa,Champions Tour 2024: Americas Kickoff,Group Stage,0.98,0.78,0.20
Xeppaa,Champions Tour 2024: Americas Stage 1,All Stages,0.93,0.98,-0.05
Xeppaa,Champions Tour 2024: Americas Stage 1,Playoffs,0.94,0.98,-0.04
Xeppaa,Champions Tour 2024: Americas Stage 1,Regular Season,0.92,0.82,0.10
Xeppaa,Champions Tour 2024: Americas Stage 2,All Stages,0.78,0.93,-0.15
Xeppaa,Champions Tour 2024: Americas Stage 2,Playoffs,0.82,0.94,-0.12
Xeppaa,Champions Tour 2024: Americas Stage 2,Regular Season,0.77,0.92,-0.15
xffero,Champions Tour 2024: Pacific Kickoff,Group Stage,0.96,1.13,-0.17
xffero,Champions Tour 2024: Pacific Stage 1,All Stages,1.05,0.96,0.09
xffero,Champions Tour 2024: Pacific Stage 1,Regular Season,1.04,0.85,0.19
xffero,Champions Tour 2024: Pacific Stage 2,All Stages,1.13,1.05,0.08
xffero,Champions Tour 2024: Pacific Stage 2,Playoffs,0.85,0.96,-0.11
xffero,Champions Tour 2024: Pacific Stage 2,Regular Season,1.16,1.04,0.12
yay,Champions Tour 2024: Pacific Kickoff,Group Stage,0.80,0.83,-0.03
yay,Champions Tour 2024: Pacific Stage 1,All Stages,0.83,0.80,0.03
yay,Champions Tour 2024: Pacific Stage 1,Regular Season,0.83,0.80,0.03
yetujey,Champions Tour 2024: EMEA Kickoff,Group Stage,1.16,1.14,0.02
yetujey,Champions Tour 2024: EMEA Stage 1,All Stages,1.08,1.16,-0.08
yetujey,Champions Tour 2024: EMEA Stage 1,Playoffs,0.96,1.14,-0.18
yetujey,Champions Tour 2024: EMEA Stage 1,Regular Season,1.18,0.81,0.37
yetujey,Champions Tour 2024: EMEA Stage 2,All Stages,1.12,1.08,0.04
yetujey,Champions Tour 2024: EMEA Stage 2,Playoffs,0.95,0.96,-0.01
yetujey,Champions Tour 2024: EMEA Stage 2,Regular Season,1.15,1.18,-0.03
yetujey,Champions Tour 2024: Masters Shanghai,All Stages,1.00,1.12,-0.12
yetujey,Champions Tour 2024: Masters Shanghai,Playoffs,0.81,0.95,-0.14
yetujey,Champions Tour 2024: Masters Shanghai,Swiss Stage,1.14,1.15,-0.01
yetujey,Valorant Champions 2024,All Stages,1.14,1.00,0.14
yetujey,Valorant Champions 2024,Group Stage,1.14,1.16,-0.02
YHchen,Champions Tour 2024: China Stage 1,Regular Season,0.88,0.65,0.23
YHchen,Champions Tour 2024: China Stage 2,All Stages,1.02,0.88,0.14
YHchen,Champions Tour 2024: China Stage 2,Playoffs,0.65,1.02,-0.37
YHchen,Champions Tour 2024: China Stage 2,Regular Season,1.11,0.88,0.23
YiHao,Champions Tour 2024: China Kickoff,Group Stage,0.82,0.84,-0.02
YiHao,Champions Tour 2024: China Stage 1,All Stages,0.84,0.82,0.02
YiHao,Champions Tour 2024: China Stage 1,Regular Season,0.84,0.82,0.02
Yosemite,Champions Tour 2024: China Kickoff,Group Stage,0.82,0.52,0.30
Yosemite,Champions Tour 2024: China Kickoff,Play-Ins,1.49,0.52,0.97
Yosemite,Champions Tour 2024: China Stage 1,All Stages,1.08,1.20,-0.12
Yosemite,Champions Tour 2024: China Stage 1,Regular Season,1.12,0.89,0.23
Yosemite,Champions Tour 2024: China Stage 2,All Stages,0.99,1.08,-0.09
Yosemite,Champions Tour 2024: China Stage 2,Playoffs,0.89,1.49,-0.60
Yosemite,Champions Tour 2024: China Stage 2,Regular Season,1.09,1.12,-0.03
Yosemite,Valorant Champions 2024,All Stages,0.52,0.99,-0.47
Yosemite,Valorant Champions 2024,Group Stage,0.52,0.82,-0.30
YOU,Champions Tour 2024: China Kickoff,Group Stage,1.20,0.97,0.23
YOU,Champions Tour 2024: China Kickoff,Play-Ins,0.90,1.20,-0.30
